from cramer optilink com clayton cramer newsgroups ca politics talk politics misc subject re watergate was temper tantrums from the s message id optilink com date apr gmt references apr pony ingres com philc lqad k u netcom com apr pony ingres com distribution usa organization optilink corporation petaluma ca lines in article apr pony ingres com garrett ingres com writes one of you said nixon didn t use the office of the presidency for personal gain this is a lie the senate committee issued an indictment that listed nixon s crimes the relevant ones were violating his oath of office abusing his presidential powers personal gain for his own monetary advantage i don t think anyone would dispute that he both violated his oath of office and abused his powers but that s not for personal gain nothing is as inevitable as a mistake whose time has garrett johnson clayton e cramer uunet pyramid optilink cramer my opinions all mine relations between people to be by mutual consent or not at all,talk.politics.misc
path cantaloupe srv cs cmu edu magnesium club cc cmu edu news sei cmu edu cis ohio state edu zaphod mps ohio state edu howland reston ans net agate dog ee lbl gov network ucsd edu sdcc jschell from jschell sdcc ucsd edu ch rowl captain newsgroups talk politics misc ca politics alt sex soc men misc legal subject re new study out on gay percentage date apr gmt organization university of california san diego lines distribution world message id r seh qv network ucsd edu references c k lc cyf murdoch acc virginia edu optilink com c t s nz murdoch acc virginia edu nntp posting host sdcc ucsd edu in article c t s nz murdoch acc virginia edu lfoard hopper virginia edu lawrence c foard writes in article optilink com cramer optilink com clayton cramer writes in article c k lc cyf murdoch acc virginia edu lfoard hopper virginia edu lawrence c foard writes in article optilink com cramer optilink com clayton cramer writes from the santa rosa cal press democrat april p b male sex survey gay activity low a new natonal study on male sexual behavior the most thorough examination of american men s sexual practices published since the kinsey report more than four decades ago shows about percent of the men surveyed had engaged in homosexual sex and percent considered themselves exclusively homosexual the politicians will have plenty to be scared of in one week be it or it will be interesting to see the reaction when million queers gather in washington dc after all if there are only million of us then this is an event unprecidented in history but many of the people who will be marching aren t homosexuals but other members of the leftist agenda i m sure there will be a few non queers but the vast majority are queer i find it very interesting that you say there will be million queers in the march on washington the largest figure i ve seen in the press is million and we all know how liberal the press is with their numbers for another thing of million is million not maybe that s where you got the million number also the number cited in the actual report is so that would be about million as for this march on washington i wonder how much the media is going to inflate the numbers this time last time for the pro abortion rally they more than doubled the actual number of people who showed up that and all the stories coming out of how the press slants the news really makes one wonder who s watching the watchers bcnu jon schell life is something to do when you can t the master get to sleep fran lebowitz tm ucsd edu anything that is good and useful is jhschell ucsd edu made of chocolate fortune jonschell aol com re boot to the head me no one else would be crazy enough to claim these opinions,talk.politics.misc
path cantaloupe srv cs cmu edu rochester udel gatech howland reston ans net usc elroy jpl nasa gov nntp server caltech edu juliet caltech edu lmh from lmh juliet caltech edu henling lawrence m newsgroups talk religion misc talk politics misc sci skeptic subject re who s next mormons and jews date apr pdt organization california institute of technology lines distribution world message id apr juliet caltech edu references apr gn ecn purdue edu apr a cs okstate edu c x j cia unixhub slac stanford edu nntp posting host juliet caltech edu news software vax vms vnews in article c x j cia unixhub slac stanford edu sschaff roc slac stanford edu stephen f schaffner writes part of the fbi cover up who was it really come on now think who is really out to embarrass the clinton administration the answer is so obvious i don t see how you could have missed it that s right it was robert dole and the senate republicans weren t some of these people seen at perot s daughter s wedding larry henling lmh shakes caltech edu,talk.politics.misc
newsgroups soc motss soc bi talk politics misc path cantaloupe srv cs cmu edu magnesium club cc cmu edu news sei cmu edu fs ece cmu edu europa eng gtefsd com howland reston ans net usenet ins cwru edu agate news ucdavis edu csus edu netcom com onr from onr netcom com d owen rowley subject re mow bodycount message id onrc xzu iif netcom com organization netcom online communication services guest references qkult csj agate berkeley edu c kt y m world std com apr spdcc com date fri apr gmt lines in article apr spdcc com urso spdcc com stephen chappell writes in article c kt y m world std com bearpaw world std com bearpaw writes i believe the mow plans and handing out some sort of wristband thingy and basing their count on those i see two problems with this one can they get everybody to take one and only one two they couldn t possibly have been able to choose a color design that won t clash with somebody s outfit and three the ads i ve seen for the wristbands indicate they re charging a wristband as i ve seen them the wristbands look like clear plastic with multi coloured rainbow threads in them labeled march on washington the being your particular wristband number certainly not everyone at the march on washington will be willing to shell out five bucks for a piece of plastic i bought mine at the mow storefront its not plastic its woven material but i think you miss the point its not about the five bucks in your pocket its about supporting the march and helping to pay for all the printed materail and scehdulkes and organisation and all leading up to the literal birth of queer visibility in this country up to this point all our news coverage has been driven by events thatb happen to us this event is happening by our direct action of course the last mow was the same thing but they ignored us i guess that was just labor pains perhaps they will ignore us again in which case we will come in even largeer numbers next time lst night in dc there were so many queers out and about you could hardly get in any place i suspect thatb over the next two days that will become exponentially larger to my mind this is a physical bsuting down of the collective closet of queer invisibility the five bucks is insignificant lux owen d owen rowley onr netcom com also owen autodesk com eu phoria a state of well being euphoria is my natural state i do what i enjoy and an abundance of all good fortune comes to me for it,talk.politics.misc
path cantaloupe srv cs cmu edu magnesium club cc cmu edu pitt edu gatech howland reston ans net usc cs utexas edu uunet pipex uknet keele nott cs mips nott ac uk eczcaw from eczcaw mips nott ac uk a wainwright newsgroups talk politics misc alt sex soc men misc legal subject re why not concentrate on child molesters message id apr cs nott ac uk date apr gmt references apr cae prds cdx mot com c ql y avt hilbert cyprs rain com optilink com sender news cs nott ac uk reply to eczcaw mips nott ac uk a wainwright organization nottingham university lines in article optilink com cramer optilink com clayton cramer writes in article c ql y avt hilbert cyprs rain com joec hilbert cyprs rain com joe cipale writes in article optilink com cramer optilink com clayton cramer writes however monogamous homosexual male sex is so rare that for practical purposes homosexuality spreads aids clayton e cramer uunet pyramid optilink cramer my opinions all mine relations between people to be by mutual consent or not at all you fucking homophobic moron what about iv drug use what about tainted blood what about multi sexual partners if you knew anything what about them those also spread aids where did i say anything different go back and read what i wrote the statement homosexuality spreads aids is not made false by the fact that there are other methods of spreading it as well about what you are talking about you would be dangerous as it is right now you are a persistent boil on the skin of humanity that needs to be lanced joe cipale typical homosexual response you have yet to answer any or all of my questions and challenges to your statements by this am i to assume that you are unable to do so or just plain unwilling due to your lack of proof intelligence so what next i prove you wrong so you just put me in your killfile your lack of reasoned response seems to be a typical clayton response clayton e cramer uunet pyramid optilink cramer my opinions all mine relations between people to be by mutual consent or not at all adda wainwright does dim atal y llanw o eczcaw mips nott ac uk o mae sig ma ar werth,talk.politics.misc
path cantaloupe srv cs cmu edu magnesium club cc cmu edu news sei cmu edu fs ece cmu edu europa eng gtefsd com howland reston ans net agate dog ee lbl gov network ucsd edu sdcc cs jlodman from jlodman cs ucsd edu michael lodman newsgroups alt activism talk politics misc subject re welcome to police state usa message id sdcc ucsd edu date apr gmt references c rusq m m news cso uiuc edu apr cc usu edu c si g hx dscomsa desy de sender news sdcc ucsd edu followup to alt activism organization cse department uc san diego lines nntp posting host beowulf ucsd edu in article c si g hx dscomsa desy de hallam zeus desy de writes the above conveniently ignores the murder of four batf agents by the branch davidians in an unprovoked ambush more tripe deleted phill are you trying to convince everyone on the net that you are in fact an abject moron for some reason repeating the same rubbish over and over again may make something a fact in whatever backwater you are posting from but it doesn t wash here so save it michael lodman department of computer science engineering university of california san diego jlodman cs ucsd edu x if guns are outlawed only government outlaws will have guns,talk.politics.misc
path cantaloupe srv cs cmu edu magnesium club cc cmu edu pitt edu gatech howland reston ans net wupost tulane theozone anthony landreneau from anthony landreneau ozonehole com anthony landreneau newsgroups talk abortion talk politics misc talk religion misc subject re abortion message id uupcb ozonehole com date apr gmt reply to anthony landreneau ozonehole com anthony landreneau organization ozone online operations inc new orleans la lines to margoli watson ibm com larry margolis from anthony landreneau ozonehole com lm the rape has passed there is nothing that will ever take that away lm lm lm true but forcing her to remain pregnant continues the violation of lm lm her body for another months i see this as being unbelievably cruel lm lm life is not a violation lm but forcing someone to harbor that life in their body is a violation letting a mother force a child from her body in order to end that childs life is the ultimate violation anthony slmr what s the differance between an democrat the ozone hole bbs a private bulletin board service full service nodes usrobotics k bps gigs files skydive new orleans rime network mail hub usenet newsgroups please route all questions or inquiries to postmaster ozonehole com,talk.politics.misc
newsgroups talk religion misc talk politics misc sci skeptic path cantaloupe srv cs cmu edu crabapple srv cs cmu edu bb andrew cmu edu news sei cmu edu cis ohio state edu magnus acs ohio state edu zaphod mps ohio state edu malgudi oar net caen destroyer cs ubc ca news uvic ca ra royalroads ca mlee from mlee post royalroads ca malcolm lee subject re who s next mormons and jews message id apr ra royalroads ca sender mlee ra royalroads ca malcolm lee organization royal roads military college victoria b c references apr ra royalroads ca apr rosevax rosemount com date wed apr gmt lines in article apr rosevax rosemount com grante aquarius rosemount com grant edwards writes mlee post royalroads ca malcolm lee writes god allows people to choose who and what they want to worship worship of money is one of the greatest religions in this country at least i can prove that money exists can you say the same for your god i have evidence that you will not accept that proves to me that god exists i have my personal experiences that have proven to me time and again that god does exist my life has not been a bed of roses and he has been there for me when no one else was around and pulled me through those times of course i know this means nothing to you because it didn t happen to you i can t prove to you that god exists anymore than you can prove that he doesn t it ultimately boils down to faith whether or not you believe in god is a matter strictly between you and him i am just the messenger i don t judge and i don t condemn you for not accepting god that is not my place you are not my enemy satan is our common enemy and the only way we can defeat satan is through jesus christ maybe david koresh really was jesus christ sure sounds like a neat opening epic for a new major religion to me not he was an egomaniac who had the attention of the entire world for a brief moment in time i see and what was that guy two thousand years ago who thought he was god sounds like an egomanic to me how do you know that koresh wasn t who he claimed he fulfilled the prophesies told about him he performed miracles you know healing the sick and ressurrecting the dead jesus died and rose from the dead just as he said he would he preached that we should love god and love one another as we do ourselves jesus put into practice that which he preached and he rose from the dead his spirit now lives in me he changed the world not through the use of a sword that cleaves the flesh but the word of god that cleaves us from sin compare this to dk who made promises of surrendering and then balked when his deluded predictions didn t come to pass in the end he chose to kill himself and everyone with him to hide the shame of being a false messiah rather than live with the shame of being taken captive by the fbi koresh chose to kill himself and his followers sick and sad jesus allowed himself to be killed many of his followers have killed and died for thier beliefs sorry i don t see the difference jesus allowed himself to be killed in order to fulfill prophecy as you may recall on the mount of olives jesus prayed to god that if this fate could have been avoided he would have taken it but instead out of love for mankind jesus chose to accept the agonizing sentence placed upon him and thus redeem all mankind jesus died to save everyone even those who crucifed him he s already gone to hell and back for you and for me all he asks is your love which followers do you refer to there have been many who have used his name to further their own gains they would have done the same even if there was no jesus in the first place for example bush claimed that god was on their side when they attacked iraq and saddam claimed to have god on his side when he invaded kuwait imo god would have nothing to do with either side they were fighting over oil plain and simple god be with you malcolm lee grant edwards yow where do your socks go rosemount inc when you lose them in th washer grante aquarius rosemount com,talk.politics.misc
from v a vm temple edu richard hoenes newsgroups talk politics misc subject waco investigation paranoia message id bb b a v a vm temple edu date apr gmt sender news cronkite ocis temple edu network news readnews organization temple university lines nntp posting host vm temple edu x newsreader nnr vm s can people please stop the i think know the batf fbi are completely responsible but they ll cover it up so that the investigation will show that koresch is responsible bs in an investigation of this size with the feds state and civilians involved in the investigation it would be practially impossible to cover up and with republicans like arlen spector calling for investigations this isn t going to be handled with kid gloves richard,talk.politics.misc
newsgroups ca politics alt fan rush limbaugh talk politics misc path cantaloupe srv cs cmu edu das news harvard edu noc near net howland reston ans net gatech udel darwin sura net sgiblab sgigate sgi igor donb from donb igor tamri com don baldwin subject re good neighbor political hypocrisy test message id apr igor tamri com organization toshiba america mri south san francisco ca references c ij h l news iastate edu apr magnus acs ohio state edu date fri apr gmt lines in article apr magnus acs ohio state edu rscharfy magnus acs ohio state edu ryan c scharfy writes just try to justify the war on drugs i dare you a friend of mine who smoke pot every day and last tuesday took hits of acid is still having trouble aiming for the bowl when he takes a dump don t as me how i just have seen the results gee the war on drugs has been going on for all these years and they re still getting drugs imagine that my friends who like grass i don t agree but it s pretty harmless are unable to get it yet i know a number of places where someone stupid enough could get crack cocaine within a half hour of leaving my office the war on drugs has been completely unsuccessful yet it s lead to really horrible abuses of peoples constitutional rights i don t see how a thinking person could justify it don,talk.politics.misc
newsgroups talk religion misc talk politics misc sci skeptic path cantaloupe srv cs cmu edu das news harvard edu noc near net howland reston ans net usc venice gumby dsd trw com trwacs fp trw com trwacs erwin from erwin trwacs fp trw com harry erwin subject re who s next mormons and jews message id erwin trwacs organization trw systems division fairfax va references c rlps fr world std com apr ra royalroads ca erwin trwacs tecsun tec army mil date fri apr gmt lines my apologies i really didn t have the time to chase down a slew of references from years ago when i was looking at these issues the mother church of jerusalem disappeared when the romans took the city despite some pious legends the evidence seems to be that the members of the church died fighting the romans during what they believed to be the last days we know that certain apostles had nicknames connecting them to jewish terrorist groups for the average inhabitant of the roman empire especially after centuries of political instability and terror the roman policies in palestine were heartily approved of when studied with a knowledge of cult psychology acts is eerily familiar especially today the mother church did disappear at the time of the roman attack james the just was judicially murdered a few years earlier but there is evidence that the church survived him there is no evidence that it still existed after the assault on the city the individuals historically associated with that church disappear at that time the followers of jesus included a number of individuals whose nicknames suggested connections with the jewish terrorism of the time zealotes iscariot sons of thunder for cult psychology there s an extensive literature for an understanding of the motivation of the members of the jerusalem church there is a mixed collection of sources the anchor bible has some interesting articles but one thing i ve noticed about biblical scholarship is that intellectual honesty and a skeptical approach are notably lacking you basically have to spread your net wide and then winnow for example allegro and schoenfeld have some interesting ideas but they were both over the top many interesting ideas have not been followed up mostly due to religious reasons what was the connection of early christian theology to samaritan dualism and proto gnosticism see stephen s speech in acts for a samaritan interpretation of the crucifixion schweitzer s interpretation of jesus s motivations could be updated especially now that we have the essene and chenoboskian materials and so it goes for instance the convincing statistical evidence concerning the authorship of the pauline materials has been completely ignored by biblical scholars i don t track this area much any more my coursework is years old i have a personal theory that the synoptics were written in syria during the course of the jewish revolt i suspect mark was written before the fall of jerusalem as an apology to get the romans and roman sympathizers off the back of the local greek christians matthew and luke were written with similar goals but incorporating additional materials given the evidence in the gospel of thomas chenoboskien i suspect q came from a samaritan proto gnostic milieu in any case they were written in an environment cut off by time or circumstances from jerusalem not expecting further contact and not wanting to be connected by outsiders to the themes of the doctrines held by the jerusalem church sorry about the lack of documentation but the time is hard to find harry erwin internet erwin trwacs fp trw com have found some interesting work,talk.politics.misc
