from psyrobtw ubvmsb cc buffalo edu robert weiss newsgroups talk religion misc subject apr god s promise in matthew message id c rdx zh acsu buffalo edu date apr gmt sender nntp acsu buffalo edu organization university at buffalo lines news software vax vms vnews nntp posting host ubvmsb cc buffalo edu blessed are those who hunger and thirst for righteousness for they will be filled matthew niv,talk.religion.misc
from sandvik newton apple com kent sandvik newsgroups talk religion misc subject re who s next mormons and jews message id sandvik date apr gmt references c ud u oy apollo hp com apr gn ecn purdue edu sender news gallant apple com followup to talk religion misc talk politics misc sci skeptic organization cookamunga tourist bureau lines in article apr gn ecn purdue edu mechalas gn ecn purdue edu john p mechalas wrote either way i have evidence to support the theory that the bd s burned themselves you made a serious implication that the fbi was responsible for the fire and the destruction of the people all you have done is put doubt on who started the fire without providing any evidence to back up your claim that the fbi was responsible last night cnn reported that fbi has infrared pictures showing that the fires started in three places at the same time that would indicate something not resembling an accident cheers kent sandvik newton apple com alink ksand private activities on the net,talk.religion.misc
newsgroups talk religion misc talk politics misc sci skeptic path cantaloupe srv cs cmu edu magnesium club cc cmu edu news sei cmu edu cis ohio state edu zaphod mps ohio state edu howland reston ans net noc near net uunet infonode kltensme from kltensme infonode ingr com kermit tensmeyer subject re who s next mormons and jews message id apr infonode ingr com organization intergraph corporation huntsville al references c wia hr apollo hp com r os hil agate berkeley edu date tue apr gmt lines in article r os hil agate berkeley edu isaackuo spam berkeley edu isaac kuo writes in article c wia hr apollo hp com goykhman apollo hp com red herring writes bd s were not contemplating suecide and there is no reason to believe they committed one no reason how about these two some of the survivors claimed that bd members poured fuel along the corridors and set fire to it the speed at which the fire spread is not inconsistent with this claim this morning on cnn tues april texas cops say arson is suspected because of two falsh points cnn also stated that all surviors claim the fires are fbi set your argument are made up untrue and unverified at best there was certainly a fire which killed most of the people in the compound there is a very very good possibility that the fbi did not start this fire this is a good reason to believe that the bd s did the day of the attack the fbi claimed to have seen two bd ers setting the fire outside of the compound yesterday the arson squad said two flash points at the or near the tank entry points not good evidence for the fbi hit squad even if the bd s were not contemplating suicide it is very possible that david koresh was convinced and thus convinced the others that this was not suicide it was the fulfilment of a profecy of some sort is there a difference between thinking that you won t survive a confrontation with the fbi parnoia and committing suicide there are three possibilities other than the bd s self destruction b the fire was started by an fbi accident this is possible but it would be foolish of us to declare this outright until more evidence can back it sure it s possible that the armored vehicle knocked down a lantern which started the fire why was there a lit lantern in the middle of the day near the edge of the complex it s anecdotal evidence that has been contradicted by other escapees no claimed by the escapees not contradicted what i m finding interesting is the conflicting reports fbi says that bodies have been found with bullet wounds and the texas cornuers sp says that they haven t yet found any bullet holes isaac kuo isaackuo math berkeley edu kermit tensmeyer intergraph corporation kltensme kt b a ingr com deep in dixie,talk.religion.misc
newsgroups talk abortion alt atheism talk religion misc alt tv prisoner path cantaloupe srv cs cmu edu rochester udel bogus sura net news feed peachnet edu emory nntp msstate edu olivea quack pharvey from pharvey quack kfu com paul harvey subject re i ll see your demand and raise you was re after years etc message id f ui rh quack kfu com organization the duck pond public unix log in as guest references kmr po cwru edu c h w bfh darkside osrhe uoknor edu date apr utc lines in article c h w bfh darkside osrhe uoknor edu bil okcforum osrhe edu bill conner writes keith m ryan kmr po cwru edu wrote mand now mdeep thoughts m mby jack handey m mif you go parachuting and your parachute doesn t open and your friends are all watching you fall i think a funny gag would be to pretend you were swimming m keith as you must know by now there are no escape sequences here ansi or otherwise once you enter here your terminal beomes dumb there s something significant about all this you are in the village many happy returns be seeing you your ways and means get reign of the tek,talk.religion.misc
path cantaloupe srv cs cmu edu crabapple srv cs cmu edu bb andrew cmu edu news sei cmu edu cis ohio state edu pacific mps ohio state edu zaphod mps ohio state edu howland reston ans net usenet ins cwru edu gatech mailer cc fsu edu garnet acns fsu edu dlecoint from dlecoint garnet acns fsu edu darius lecointe subject re what right references apr ifi uio no sender usenet mailer cc fsu edu organization florida state university date thu apr gmt message id c w h len mailer cc fsu edu lines joakimr ifi uio no joakim ruud writes recently i ve asked myself a rather interesting question what right does god have on our lives always assuming there is a god of course in his infinite wisdom he made it perfectly clear that if we don t live according to his rules we will burn in hell well with what right can god make that desicion let s say for the sake of argument that god creates every one of us directly or indirectly it doesn t matter what then happens is that he first creates us and then turns us lose well i didn t ask to be created let s make an analogue if a scientist creates a unique living creature which has happened it was even patented does he then have the right to expect it to behave in a certain matter or die who is god to impose its rules on us who can tell if god is really so righteous as god likes us to believe are all christians a flock of sheep unable to do otherwise that follow the rest hmmmmmmmmmmmm i just want to point out that this is not sarcasm i mean it how should one deal with a man who is convinced that he is acting according to god s will and who there jokke fore believes that he is doing you a favour by stabbing you in the back voltaire,talk.religion.misc
newsgroups talk religion misc subject re catholic lit crit of a s s message id apr ualr edu from nunnally acs harding edu john nunnally date apr references qevbh h v agate berkeley edu apr mtechca maintech com dlphknob camelot distribution world organization harding university searcy ar nntp posting host acs harding edu x news reader vms news in reply to dlphknob camelot bradley edu s message of apr gmtlines lines in dlphknob camelot dlphknob camelot bradley edu writes in apr mtechca maintech com foster mtechca maintech com writes i am surprised and saddened i would expect this kind of behavior from the evangelical born again gospel thumping in your face we re the only true christian protestants but i have always thought that catholics behaved better than this please do not stoop to the level of the e b a g t i y f w t o t c protestants who think that the best way to witness is to be strident intrusive loud insulting and overbearingly self righteous pleading mode on please i m begging you quit confusing religious groups and stop making generalizations i m a protestant i m an evangelical i don t believe that my way is the only way i m not a creation scientist i don t think that homosexuals should be hung by their toenails if you want to discuss bible thumpers you would be better off singling out and making obtuse generalizations about fundamentalists if you compared the actions of presbyterians or methodists with those of southern baptists you would think that they were different religions sarcasm on be sure we pick on the correct groups here bible thumpers fundamentalists and southern baptists deserve our hasty generalizations and prejudicial statements just don t pick on the presbyterians and the methodists sarcasm off please prejudice is about thinking that all people of a group are the same so please don t write off all protestants or all evangelicals pleading mode off god i wish i could get ahold of all the thomas stories fbzr enval jvagre fhaqnlf jura gurer f n yvggyr oberqbz lbh fubhyq nyjnlf pneel n tha abg gb fubbg lbhefrys ohg gb xabj rknpgyl gung lbh er nyjnlf znxvat n pubvpr yvan jregzhyyre jemaleddin sasha david cole iv chief of knobbery research dlphknob camelot bradley edu,talk.religion.misc
path cantaloupe srv cs cmu edu crabapple srv cs cmu edu fs ece cmu edu europa eng gtefsd com howland reston ans net bogus sura net news feed peachnet edu umn edu lynx unm edu vesta unm edu cfaehl from cfaehl vesta unm edu chris faehl newsgroups alt atheism talk religion misc talk origins subject re burden of proof date apr gmt organization university of new mexico albuquerque lines distribution world message id r lf innast lynx unm edu references c t sf oz mentor cc purdue edu r b hg aurora engr latech edu r b inn lynx unm edu r ed kd link ph gmr com nntp posting host vesta unm edu hamilton hydra cs gmr com bill hamilton writes cfaehl vesta unm edu chris faehl writes ray engr latech edu bill ray writes note followups go to alt atheism talk religion misc talk origins deleted more deleted if you say x statement and give it the authority of fact i will respond by asking you why you aren t obligated to say anything but if your intent is to convince me that x statement is true then yes the burden of proof is upon you some interesting stuff on the lines of the burden of proof belongs to god if you are merely giving testimony to your beliefs then you are an egotist please excuse me if i missed an earlier part of this thread in which bill came across like an egotist what i saw was simply obedience to the scriptural command to always be ready to give a reason for the joy that is in you the remainder of my article deleted stated why one would be an egotist to believe that someone cared about what bill r thought he needed to say about god whether they did or not is irrelevant jumping on your trailer always be ready etc then that goes right back to the burden of proof question go ahead and give me a reason why you think god exists if you state such a thing bill hamilton chris faehl cfaehl vesta unm edu,talk.religion.misc
path cantaloupe srv cs cmu edu magnesium club cc cmu edu news sei cmu edu cis ohio state edu zaphod mps ohio state edu swrinde gatech news feed peachnet edu umn edu csus edu netcom com netcomsv boo tweekco alizard from alizard tweekco uucp a lizard newsgroups alt magick alt pagan talk religion misc subject re oto the ancient order of oriental templars message id tr b w w tweekco uucp date sat apr pdt references cup portal com organization tweek com systems bbs moraga ca lines thyagi cup portal com thyagi morgoth nagasiva writes this organization is known at the present time as the ancient order of oriental templars ordo templi orientis otherwise the hermetic brotherhood of light does this organization have an official e mail address these days an address for any of the sf bay area lodges e g thelema would do a lizard a lizard internet addresses alizard tweekco boo pacbell com preferred pacbell com boo tweekco alizard bang path for above alizard gentoo com backup pgp public key available on request,talk.religion.misc
path cantaloupe srv cs cmu edu crabapple srv cs cmu edu fs ece cmu edu europa eng gtefsd com howland reston ans net zaphod mps ohio state edu saimiri primate wisc edu eng ufl edu usenet ufl edu tulane theozone anthony landreneau from anthony landreneau ozonehole com anthony landreneau newsgroups talk abortion talk politics misc talk religion misc subject re abortion message id uupcb ozonehole com date apr gmt distribution world organization ozone online operations inc dba the ozone hole bbs reply to anthony landreneau ozonehole com anthony landreneau lines to margoli watson ibm com larry margolis from anthony landreneau ozonehole com lm the rape has passed there is nothing that will ever take that away lm true but forcing her to remain pregnant continues the violation of lm her body for another months i see this as being unbelievably cruel life is not a violation as for cruel killing a living being solely because it exsist that my friend is down right cold anthony slmr what s the difference between an orange the ozone hole bbs a private bulletin board service full service nodes usrobotics k bps gigs files skydive new orleans rime network mail hub usenet newsgroups please route all questions or inquiries to postmaster ozonehole com,talk.religion.misc
newsgroups alt conspiracy talk religion misc path cantaloupe srv cs cmu edu crabapple srv cs cmu edu bb andrew cmu edu news sei cmu edu cis ohio state edu zaphod mps ohio state edu cs utexas edu uunet ulowell woods ulowell edu cotera from cotera woods ulowell edu subject re biblical backing of koresh s tape cites enclosed message id apr woods ulowell edu lines sender usenet ulowell ulowell edu news manager ulowell organization university of massachusetts lowell references apr utarlg uta edu r j ie sbctri sbc com apr woods ulowell edu r q vk sbctri sbc com date thu apr gmt in article r q vk sbctri sbc com tph susie sbc com timothy p henrion writes in article apr woods ulowell edu cotera woods ulowell edu writes i assume you have evidence that he was responsible for the deaths only my common sense the fire was caused by either koresh and his followers or by the fbi atf cia kgb and maybe the harper valley pta since you are throwing around the evidence arguement i ll throw it back can you prove any government agency did it please don t resort to they covered it up so that proves they did it or any wild theories about how the government agencies intentionally started the fire the key words are proof and evidence proves they did it no which is why i want an investigation please explain how koresh was defending himself from those children who burned who ever said he was what is obvious is that he was defending himself and his followers from the government whether you think he was right or wrong in this is another question if he was right then he had the moral right to kill those kgbatf agents ray cote there s no government like no government,talk.religion.misc
